location,month,day,year,num,sex,TL,JAWPROJ,ROSTBH,ROSTJAW,ROSTEYE,ROSTFLIP,EYEEAR,NOTCHTOFIN,WFLUKES,NOTCHANUS,NOTCHUMBIL,NOTCHGROOVE,ANUSREPRO,HDORS,BDORS,FLIPAXIL,FLIPTIP,LFLIP,WFLIP,LHEAD,WSKULL,LSKULL,FLIPHUMER,TAILDEPTH,ROSTAXIL
south georgia,1,30,1926,470,m,21.6,,3.95,4.18,4.38,8.7,1.05,5.67,1.04,6.1,10.1,9.85,1.6,0.56,1.1,1.8,2.41,2.51,0.62,5.38,2.28,,,1.85,
south georgia,1,30,1926,471,m,20.35,,3.85,4.1,4.27,8.5,1,4.85,1,5.7,9.2,8.7,1.5,0.44,1.38,1.82,2.26,2.33,0.58,5.2,2.28,,,2.05,
south georgia,1,30,1926,472,m,21.8,,4.15,,4.56,9.2,1.03,5.4,1.08,6.15,9.55,9.25,1.55,0.51,1.3,1.86,2.5,2.65,0.66,5.5,2.46,,,2.05,
south georgia,1,30,1926,473,m,21.75,,3.9,,4.45,9,1.03,5.5,1.09,6.3,10.2,10.1,1.7,0.48,2.2,1.7,,,,5.5,2.34,,,2.05,
south georgia,1,30,1926,474,m,21.7,,3.85,3.95,4.15,8.45,0.95,5.05,1.04,6.12,9.65,9.4,1.33,0.52,1.2,1.44,2.29,2.34,0.61,,,,,1.9,
south georgia,1,30,1926,475,m,20,,3.7,,4.15,8.3,1,,1,,9,,1,0.55,1.2,1.6,2.35,2.42,0.6,4.9,2.24,,,,
south georgia,1,30,1926,476,m,20.9,,3.85,,4.37,,1,4.85,1.1,6,9.5,9.1,1.35,0.43,1.15,1.48,2.2,2.25,0.55,5.27,2.2,,,,
south georgia,1,30,1926,477,m,20.9,,4.07,4.1,4.38,8.7,,,1.05,5.85,,9,1.4,,1.6,1.7,,,,,,,,,
south georgia,1,31,1926,478,f,24.53,,,,,,,,,,,,,,,,,,,5.6,,,,,
south georgia,1,31,1926,479,m,19.57,,,,4.3,8.15,1.02,,1.05,5.3,,,1,,,1.3,2.05,2.13,0.55,5.17,,,,,
south georgia,1,31,1926,480,m,20.53,,3.65,3.72,4.1,,0.98,5.25,1.02,5.9,,9.4,1,,1.4,,2.3,2.39,0.58,5,2.22,,,1.92,
south georgia,2,1,1926,481,m,21.17,,4.02,,4.35,,1.07,5.1,1.08,5.78,9.3,9.07,1.37,0.53,1.3,1.78,2.52,2.62,0.65,5.37,,,,1.9,
south georgia,2,1,1926,482,m,20.2,,3.9,4.1,4.25,8.6,1.1,4.7,1.05,5.65,9,8.65,1.55,0.62,1.38,1.75,2.35,2.4,0.59,,,,,1.97,
south georgia,2,1,1926,483,f,22.2,,4.45,,4.9,9.6,,5.7,1.24,6.35,,9.75,0.6,0.52,1.7,1.8,,,,,,,,2.35,
south georgia,2,2,1926,484,f,22.35,,4.25,4.5,4.67,9.5,1,,1.1,6.35,10.13,,0.81,,,1.88,2.6,2.67,0.61,5.55,2.44,,,,
south georgia,2,2,1926,485,m,20.95,,4.13,4.23,4.5,8.78,1.03,5.23,1.08,5.84,,8.95,1.61,0.55,1.15,1.74,2.34,2.39,0.66,5.5,2.28,,,1.9,
south georgia,2,2,1926,486,m,21.85,,4.25,4.5,4.59,9.1,0.98,4.74,1.05,5.75,9.5,9,1.65,0.5,1.6,1.78,2.35,2.44,0.63,5.5,2.32,,,1.85,
south georgia,2,2,1926,489,m,21.4,,4.13,,4.32,,1.01,,1.2,,9.53,,,0.54,1.35,1.72,,,,5.39,2.3,,,,
south georgia,2,2,1926,490,m,21.7,,4.34,4.4,4.72,9.32,1.15,5,1.15,5.96,9.5,9.04,1.44,0.53,1.1,1.9,2.36,2.43,0.62,5.73,2.4,,,,
south georgia,2,2,1926,491,f,23.1,,4.7,,5.13,,,5.44,1.03,6.25,,9.84,0.55,0.47,1.1,,,,,,,,,2.2,
south georgia,2,2,1926,492,m,19.8,,3.68,,4.16,8,0.98,,0.94,5.5,8.8,,0.99,,,1.4,2.1,2.14,0.56,4.92,2.31,,,,
south georgia,2,2,1926,493,m,19.3,,3.8,3.95,4.05,7.95,1,4.75,0.94,5.6,8.8,8.6,1.4,0.44,1.2,1.5,2.28,2.33,0.58,4.95,2.16,,,1.6,
south georgia,2,2,1926,495,m,18.7,,3.66,4,4,8.05,1,4.5,0.97,5.35,8.23,8.17,0.95,0.52,1.25,1.57,2.3,2.37,0.57,4.75,2.11,,,,
south georgia,2,2,1926,496,f,18.45,,3.4,3.65,3.84,7.55,0.88,4.6,0.9,5.15,9.45,8,0.57,0.4,1,1.52,,,,,,,,1.75,
south georgia,2,2,1926,497,f,22.65,,4.57,4.6,4.82,9.55,1.18,5.58,1.1,6.27,10.38,10.38,0.69,0.56,1.2,1.84,,,,,,,,2.1,
south georgia,2,3,1926,498,m,20.3,,3.9,4.18,4.38,8.4,0.99,,1.05,5.87,9.23,,1.13,,,1.55,2.3,2.36,0.58,5.35,2.13,,,,
south georgia,2,3,1926,499,m,20.8,,3.7,,4.1,8.2,0.98,4.85,1.05,5.78,9.13,8.74,1.32,0.48,1.3,1.73,2.3,2.35,0.64,4.85,2.08,,,2,
south georgia,2,3,1926,500,m,20.7,,4.1,4.25,4.4,8.95,1.13,5.4,1.15,6,9.78,9.4,1.2,0.55,1.3,2.04,,,,5.52,2.15,5.42,,2.1,
south georgia,2,3,1926,501,f,19.3,,3.8,4,4.2,7.95,,,0.98,5.4,8.85,8.7,0.6,0.55,,1.48,2.25,2.32,0.56,5.07,2.08,,,,
south georgia,2,3,1926,502,f,22.74,,4.25,,4.85,9.6,1.1,5.47,1.15,6.45,10.5,10.06,0.65,0.6,1.4,1.8,,,,,,,,2.45,
south georgia,2,4,1926,504,f,21.75,,4.24,4.7,4.8,9.15,1,,1.11,5.88,9.53,,0.55,,1.45,1.74,2.36,2.41,0.64,,,,,,
south georgia,2,4,1926,505,m,19.4,,3.75,,4.1,8.2,0.96,4.9,0.9,5.2,8.3,8.7,1.5,0.5,1.1,1.62,2.26,2.34,0.55,4.9,2.1,,,1.85,
south georgia,2,4,1926,506,m,20.05,,3.75,4,4.18,8.3,1,4.55,0.95,5.38,8.9,8.5,1.39,0.48,1.5,1.8,2.5,2.55,0.58,5.05,2.23,,,1.9,
south georgia,2,4,1926,507,m,18.6,,3.5,3.7,3.88,7.85,,4.37,0.89,5.1,8.15,8.25,1.4,0.5,1.15,1.4,2.08,2.22,0.5,4.75,2.01,,,1.78,
south georgia,2,4,1926,508,f,20.1,,3.8,,4.15,8.25,0.96,5,0.9,5.9,9.1,8.9,0.7,0.45,1.3,1.5,2.33,2.39,0.56,5.5,2.1,,,1.75,
south georgia,2,4,1926,509,m,20.25,,4,4.1,4.25,,1.03,4.92,1.05,5.7,9.2,9,1.53,0.56,1.2,,,,,,,,,1.85,
south georgia,2,5,1926,511,m,20,,3.65,,4,8.2,1.03,5.13,0.96,5.6,9.2,8.85,1.4,0.46,1.1,1.63,2.25,2.3,0.55,4.95,2.1,,,1.92,
south georgia,2,5,1926,512,m,17.7,,3.1,3.19,3.45,7,0.81,4.33,0.85,5.15,8.45,8.4,1.2,0.37,0.95,1.3,,,,,,,,1.55,
south georgia,2,6,1926,513,m,19.2,,3.6,3.85,3.99,8.17,1.03,4.8,1.08,5.35,8.7,8.6,1.45,0.47,1.4,1.8,2.4,2.44,0.58,4.85,2.18,,,1.9,
south georgia,2,6,1926,514,f,20.95,,4,4.28,4.45,8.85,1,5.3,1,6,9.4,9.25,0.63,0.51,1.2,1.83,2.42,2.47,0.57,5.45,2.32,,,1.9,
south georgia,2,6,1926,515,m,18.75,,3.35,3.72,3.86,7.6,0.89,4.5,1,5.15,8.25,8.1,1.45,0.52,1.2,1.49,,,,,,,,1.8,
south georgia,2,6,1926,518,m,22.4,,4.75,4.84,5,10,1.16,5.3,1.14,6.07,9.45,9.3,1.78,,1.4,1.96,2.8,2.85,0.65,6.15,2.38,,,1.9,
south georgia,2,6,1926,519,m,21.9,,4.37,,4.77,9.4,1.12,5.1,1.03,5.95,9.7,9.3,1.15,0.61,1.4,1.83,2.58,2.62,0.65,5.85,2.31,,,2.1,
south georgia,2,6,1926,520,m,20,,3.75,4.07,4.24,8.3,0.87,4.97,1.02,5.75,9.25,8.9,1.6,0.47,1.4,1.6,2.19,2.28,0.62,5.2,2.11,,,1.85,
south georgia,2,6,1926,521,f,21.25,,4.8,,5.1,9.2,1.02,5.03,1.02,5.7,9.35,8.4,0.6,0.46,1.2,,,,,6.1,2.4,,,2,
south georgia,2,7,1926,522,f,20.8,,4,,4.5,,1,,1,5.9,9.45,,0.45,,,,2.35,2.4,0.55,5.4,2.15,,,,
south georgia,2,7,1926,523,f,21.7,,4.15,,4.55,8.6,1.02,5.6,1,6.35,9.85,9.65,0.7,0.48,1.2,1.6,2.2,2.25,0.55,5.4,2.35,,,1.95,
south georgia,2,7,1926,524,m,21.3,,4.2,,4.7,,,4.8,1.08,5.7,,8.65,1.4,0.47,1.39,,,,,,,,,2.1,
south georgia,2,7,1926,525,m,18,,3.42,3.7,3.8,7.25,,,0.92,5.35,8.2,,0.85,,,1.5,2.1,2.15,0.53,4.6,1.94,,,,
south georgia,2,7,1926,526,m,21.05,,4.15,4.41,4.65,8.9,1.08,4.9,1.04,5.65,9.3,9.1,1.55,0.5,1.4,1.68,2.37,2.42,0.63,5.55,2.33,,,1.9,
south georgia,2,7,1926,527,m,20.4,,3.95,3.96,4.24,,1.02,5.15,1.07,6,9.75,9.5,1.6,0.51,1.1,1.65,2.35,2.45,0.59,5,2.24,,,1.82,
south georgia,2,7,1926,529,f,22.4,,4.55,4.62,4.83,,1.11,5.55,1.06,6.27,10.2,10,0.88,0.53,1,,,,,,,,,,
south georgia,2,8,1926,530,f,22.75,,4.65,4.95,5.1,9.9,1.11,,1.07,6.2,10.1,,0.65,,,1.9,2.6,2.7,0.67,,,,,,
south georgia,2,8,1926,531,f,21.25,,4.5,,4.7,9.1,1.02,5.05,1,5.65,,9,0.62,0.37,1,1.5,2,,,,,,,1.95,
south georgia,2,9,1926,533,m,21.55,,4,,4.55,8.85,1.02,5.1,1.03,5.9,9.73,9.1,1.2,0.3,1.4,,2.25,2.32,0.61,5.47,2.34,,,,
south georgia,2,9,1926,535,f,22.9,,4.46,4.65,4.88,9.26,1.08,,,,,,0.75,0.5,1.4,1.66,2.4,2.42,0.65,5.9,2.39,,,,
south georgia,2,9,1926,536,m,21,,4.37,4.63,4.74,9.25,1,,1.16,5.9,9.65,,1.05,,1.3,1.86,2.35,,0.69,5.75,2.26,,,,
south georgia,2,9,1926,537,m,19.7,,3.96,4.2,4.37,9,1.07,4.45,0.95,5.2,8.55,8.2,1.75,0.56,1.1,1.84,2.37,2.44,0.67,,2.15,,,,
south georgia,2,9,1926,538,m,20.45,,4.15,4.45,4.56,8.8,1.07,4.93,0.99,5.7,9.15,,1.5,0.48,1.1,1.71,2.33,2.36,0.59,5.57,,,,2.05,
south georgia,2,9,1926,539,f,22.5,,4.1,4.3,4.5,8.8,1.05,5.73,1.06,6.7,10.4,10.45,0.65,0.61,1.4,1.9,,,,5.4,2.5,,,2.3,
south georgia,2,9,1926,540,m,19.5,,3.6,4.06,4.17,8,0.89,4.9,1,5.55,9.1,8.8,1.5,0.51,1.2,1.75,,,,,,,,1.9,
south georgia,2,9,1926,541,f,22.5,,4.45,4.7,4.84,9.5,1.08,5.58,1.09,6.65,10.5,10.2,0.8,0.41,1.2,2,2.7,2.78,0.65,5.75,2.56,,,2,
south georgia,2,9,1926,542,m,19.65,,3.75,4.1,4.18,8.15,0.99,4.7,1,5.5,8.9,8.7,1.55,0.58,1,1.5,,,,,,,,1.7,
south georgia,2,10,1926,543,m,19.7,,3.85,,4.25,8.4,0.96,,0.95,5.65,8.7,,1,,,,2.2,2.28,0.58,5,2.2,,,,
south georgia,2,10,1926,544,f,16.2,,3.15,3.36,3.5,6.8,0.8,4,0.8,4.7,7.45,7.3,0.52,0.38,1.1,1.4,,,,,,,,1.6,
south georgia,2,10,1926,545,m,19.5,,3.8,4.05,4.19,8.1,0.97,4.8,0.9,5.6,,8.77,1.3,0.46,1.22,1.55,,,,,,,,1.8,
south georgia,2,10,1926,546,m,20.35,,4.1,,4.55,9.35,1.13,4.45,1,5.3,8.85,8.45,1.5,0.47,1.4,1.85,2.6,2.68,0.6,5.35,,,,2.02,
south georgia,2,10,1926,547,f,21.85,,4.15,,4.45,9.1,1.15,5.6,1.1,6.55,10,10.05,0.7,0.7,1.7,1.88,,,,,,,,2.4,
south georgia,2,11,1926,548,f,21,,4,,4.45,8.8,0.98,,1.1,6.3,9.58,,0.65,,,1.65,2.24,2.35,0.57,5.25,2.32,,,,
south georgia,2,11,1926,549,f,21.45,,4.3,4.6,4.67,9,1.07,5.2,0.98,5.9,9.45,9.2,0.6,0.56,1.2,1.67,2.26,2.34,0.62,5.68,2.31,,,1.77,
south georgia,2,11,1926,550,m,19.1,,3.9,4.2,4.39,8.24,0.99,4.55,0.9,5.3,8.5,8.4,1.3,0.48,1.3,1.58,,,,,2.33,,,1.8,
south georgia,2,11,1926,551,m,20.7,,3.89,4.2,4.37,8.6,1,5.13,0.96,5.9,,9.85,1.65,0.51,1.2,1.87,,,,,,,,1.99,
south georgia,2,12,1926,552,m,19.75,,3.95,,4.28,8.34,0.94,,1.15,5.3,8.8,,1.2,,,1.68,2.2,2.24,0.53,5.1,2.14,,,,
south georgia,2,12,1926,553,m,21.6,,4.28,4.37,4.63,8.98,1,5,1.13,6,9.45,9.35,1.45,0.52,1.2,1.7,,,,5.5,2.25,,,1.9,
south georgia,2,12,1926,555,m,19.6,,4.3,4.54,4.71,9.2,1.06,4.7,1,5.4,,8.4,1.4,0.53,1.4,1.8,2.4,2.48,0.59,5.7,,,,1.9,
south georgia,2,12,1926,556,m,20.6,,3.8,4.1,4.28,8.8,1,,1.05,5.8,9.3,8.6,1.55,,1.3,2,2.5,2.54,0.62,5.2,2.26,,,1.9,
south georgia,2,13,1926,558,m,21.1,,4.25,4.45,4.6,9.1,0.97,5.02,0.98,5.7,9.25,9.1,1.2,0.41,1,1.87,2.45,2.56,0.5,5.47,2.24,,,2.05,
south georgia,2,13,1926,559,m,22.08,,4.7,4.74,4.9,9.57,1.12,5.15,0.98,6.07,9.9,9.5,1.53,0.57,1.3,1.88,2.55,2.64,0.68,5.88,2.6,,,1.95,
south georgia,2,13,1926,560,f,21.15,,4.5,4.8,5,9.05,1.04,5.1,1.02,5.8,9.2,8.75,0.6,0.53,1.1,1.68,2.2,2.3,0.64,6,2.35,,,2,
south georgia,2,13,1926,561,m,20.5,,3.2,3.65,3.9,8.13,1,5.03,0.96,6,9.65,,1.17,0.45,1.2,1.75,2.4,2.48,0.59,4.75,2.2,,,,
south georgia,2,13,1926,562,m,20.4,,3.7,4,4.3,8.6,1.1,4.85,1.04,5.9,9.46,9,1.4,0.52,1.2,1.79,2.34,2.39,0.63,5.2,2.29,,,1.7,
south georgia,2,13,1926,563,f,22.3,,4.53,4.95,5.08,9.5,0.98,5.78,1.06,6.7,10.55,10.15,0.7,0.53,1.35,1.75,,,,6.05,2.46,,,1.9,
south georgia,2,13,1926,564,m,20.8,,4.36,,4.75,8.95,1.1,,1.02,5.8,9.5,,1.1,0.5,1.2,1.5,2.2,2.28,0.6,5.65,2.28,,,,
south georgia,2,13,1926,565,f,22.6,,4.3,,4.75,9.2,1.16,5.7,1.15,6.33,10.2,9.7,0.71,0.52,1.1,1.7,2.46,2.53,0.62,5.85,2.39,,,2.2,
south georgia,2,13,1926,566,f,21.65,,4,,4.55,8.9,,5.38,1,6.25,9.9,10,0.65,0.54,1.17,1.8,2.52,2.59,0.53,5.3,2.33,,,1.9,
south georgia,2,14,1926,573,m,19.8,,3.9,,4.05,8.75,0.97,,0.98,5.3,8.75,,1.1,0.51,0.87,1.52,2.32,2.36,0.63,5.3,2.38,,,,
south georgia,2,14,1926,574,m,21,,4.1,4.3,4.4,8.82,1,5.3,1.03,5.2,9.85,9.6,1.5,0.67,1.5,1.64,2.45,2.55,0.61,5.4,2.3,,,1.85,
south georgia,2,14,1926,575,f,21,,4.4,,4.76,9.83,1.11,5.23,0.97,5.75,9.24,9.5,0.55,0.53,1.4,1.88,,,,5.75,2.38,,,2,
south georgia,2,14,1926,576,m,20.3,,3.7,3.88,4,8,0.98,,0.97,5.85,9.2,,1.25,,,1.6,,,,,,,,,
south georgia,2,14,1926,577,m,20.6,,4.1,4.25,4.45,9,1.05,4.83,0.94,5.8,9.45,9.2,1.4,0.48,1.2,1.73,2.4,2.5,0.6,5.35,2.28,,,1.65,
south georgia,2,15,1926,579,m,20,,3.8,4.14,4.35,8.3,1,4.8,0.98,5.55,8.99,8.9,1.4,0.51,1.1,1.68,,,,5.12,2.29,,,1.95,
south georgia,2,15,1926,585,f,22.55,,4.25,4.65,4.7,9.6,,5.1,1.2,6.4,10.15,9.95,0.55,0.52,1.5,2.2,,,,,,,,2.35,
south georgia,2,15,1926,586,m,19.3,,3.65,,4.05,8.1,,4.46,0.9,5.25,8.75,8,1.45,,1.5,1.65,,,,4.94,2.03,,,1.75,
south georgia,2,15,1926,587,f,20.7,,3.9,4.1,4.28,8.44,1.07,5.18,0.97,5.8,9.2,9,0.6,0.45,1,1.92,2.26,2.31,0.54,,,,,1.87,
south georgia,2,15,1926,588,f,22.9,,4.54,4.74,4.87,9.6,1.06,,1.25,6.4,10.1,,0.67,,,1.7,2.52,2.6,0.68,,,,,,
south georgia,2,15,1926,589,m,21.6,,4.27,,4.7,9.3,1.09,5.22,1.07,6.2,9.9,,1.3,0.46,1.1,1.6,,,,,,,,,
south georgia,2,15,1926,590,m,20.2,,3.6,,4.15,8.1,,5.15,1.04,5.6,9.4,9.2,1.35,0.6,1.2,1.75,,,,,,,,2.05,
south georgia,2,16,1926,600,m,18.53,,3.55,3.64,3.92,7.73,0.93,4.3,0.95,5.1,8.15,8.05,1.45,0.47,1.1,1.5,2,2.1,0.5,4.65,2.2,,,1.95,
south georgia,2,16,1926,601,m,21.3,,4.3,,4.67,9.4,1.03,5.33,1.02,5.85,9.5,9.45,1.55,0.54,1.22,1.98,,,,,,,,2.2,
south georgia,2,18,1926,602,m,21.75,,4.2,,4.75,9,0.98,,1,5.6,8.9,,1.15,0.51,1.1,1.55,2.27,2.31,0.58,5.45,,,,,
south georgia,2,18,1926,603,f,20.3,,3.87,4.1,4.24,8.36,1.06,4.85,0.98,5.7,9.2,8.9,0.7,0.49,0.9,1.65,2.16,2.21,0.53,5.2,2.24,,,1.8,
south georgia,2,18,1926,604,f,15.2,,2.7,2.88,3.05,6.1,0.73,3.9,0.7,4.6,7.05,7,0.4,0.42,0.75,1.28,1.68,1.72,0.39,,,,,1.4,
south georgia,2,18,1926,606,m,20.4,,4.07,4.26,4.4,8.6,1,4.9,1.03,5.8,9.25,9.1,1.5,0.51,1.35,1.64,2.19,2.25,0.6,5.4,2.16,,,1.97,
south georgia,2,18,1926,607,m,19.73,,3.47,3.8,3.94,8.1,0.95,4.7,1,5.74,9.3,8.9,1.56,0.49,0.9,1.64,2.2,2.28,0.53,4.85,2.16,,,1.8,
south georgia,2,18,1926,609,m,20.1,,3.7,4.02,4.25,8.13,0.95,5.1,1.02,5.7,9.4,9.2,1.23,0.58,1.2,1.42,2.2,2.26,0.54,5.13,2.24,,,1.9,
south georgia,2,18,1926,610,f,22.2,,4.6,5,5.14,9.6,1.08,5.29,1.07,6.35,9.8,9.7,0.45,0.49,1.27,1.75,2.37,2.44,,,,,,2,
south georgia,2,19,1926,611,m,20.5,,3,,4.3,8.45,,,1,5.8,9,,1,,,,2.25,2.37,0.58,5.25,2.1,,,,
south georgia,2,20,1926,618,f,18.5,,3.5,3.65,3.84,7.88,,4.9,0.9,5.7,9.17,8.75,0.5,0.4,1,1.65,,,,,,,,1.7,
south georgia,2,22,1926,619,m,18.7,,3.6,3.95,4.03,8.07,0.92,4.7,0.92,5.55,8.7,,0.85,0.5,1.05,1.78,2.3,2.36,0.54,4.85,2.1,,,1.8,
south georgia,2,22,1926,621,f,21.7,,3.9,4.16,4.27,8.45,1,5.25,1.03,6.35,9.8,9.85,0.4,0.45,1.55,1.8,2.15,2.28,0.6,5.15,2.26,,,1.95,
south georgia,2,22,1926,622,m,20.2,,3.57,3.9,4.05,8.25,0.98,5,1.03,5.7,9.5,9.47,1.5,0.52,1.37,1.7,2.24,2.3,0.57,4.9,2.21,,,2.03,
south georgia,2,24,1926,624,m,19.45,,3.5,3.9,4,8.25,0.9,,0.96,5.3,8.55,,1,0.48,1,1.82,2.2,2.27,,4.85,2.1,,,,
south georgia,2,24,1926,626,f,22.47,,4.6,,5.05,9.55,1.14,5.1,1,6.2,9.7,9.7,0.8,0.53,1.25,1.8,2.34,2.4,0.6,6.15,2.34,,,1.95,
south georgia,2,24,1926,627,m,21.6,,4.25,4.45,4.7,9.2,1.04,5.16,1.08,6,9.7,10.1,1.55,0.56,1.4,1.9,,,,,,,,1.9,
south georgia,2,25,1926,629,m,19.75,,3.7,4.04,4.1,8.24,1.02,5.18,0.98,5.8,9.18,8.9,1.45,0.54,1.1,1.77,2.23,2.32,0.54,5.44,2.13,,,1.74,
south georgia,2,25,1926,630,m,20.55,,3.9,4.18,4.57,8.55,0.96,5.07,1.03,6,9.65,9.4,1.35,0.48,1.08,1.7,,,,5.17,2.26,,,1.8,
south georgia,2,25,1926,631,m,19.3,,3.78,4.06,4.24,8.4,0.94,4.7,0.94,5.3,9,8.8,1.6,0.46,1.1,1.82,2.2,2.27,0.61,5.1,2.13,,,1.85,
south georgia,2,25,1926,632,f,19.2,,3.56,3.8,4.1,8.1,1.06,4.7,0.94,5.45,8.7,8.5,0.55,0.56,1.2,1.66,2.13,2.2,0.56,5.07,,4.95,,1.65,
south georgia,2,25,1926,633,m,16.9,,3,3.3,3.47,7,0.82,4.07,0.85,4.97,7.85,7.7,1.12,0.35,1,1.42,,,,,,,,1.5,
south georgia,2,27,1926,634,f,22.24,,4.42,,4.8,9.6,,,1.16,6.76,9.47,,0.67,0.56,1.15,1.98,,,0.6,,,,,,
south georgia,2,27,1926,635,m,21.25,,4.1,4.5,4.65,9.65,1.02,,1.1,5.9,9.4,,1.2,0.56,1.05,1.9,2.52,2.61,0.61,5.6,2.38,,,,
south georgia,3,1,1926,636,f,21.3,,,,,,,,1.15,,,,,,,,,,,5.5,,,,,
south georgia,3,6,1926,672,f,20,,4.05,,4.4,8.5,1,4.95,0.9,5.55,9.1,8.9,0.65,0.5,0.9,1.6,2.18,2.24,,5.2,2.15,,,1.9,
south georgia,3,8,1926,674,m,20,,3.7,4.17,4.16,7.9,,,1.05,5.15,,,1,,,,,,,,,,,,
south georgia,3,8,1926,675,f,22.2,,4.15,,4.62,8.95,1.05,5.3,1.1,6.1,9.55,9.6,0.63,0.44,1.5,,,,,,,,,2.05,
south georgia,3,11,1926,677,f,16,,2.6,2.82,2.9,6.3,0.72,3.8,0.88,4.8,7.7,7.3,0.5,0.4,1,,1.7,,0.5,3.85,1.9,,,,
south georgia,3,12,1926,678,f,16.3,,2.85,,3.3,6.65,,,0.85,4.95,7.64,,0.32,,,1.34,1.8,1.83,0.45,4,1.76,,,,
south georgia,3,12,1926,679,m,15.9,,2.65,2.9,3.03,6,0.72,4,0.75,4.65,7.7,7.4,1.2,0.33,1.1,1.2,1.67,1.68,0.44,3.65,1.8,,,1.3,
south georgia,3,12,1926,680,m,20.4,,4.05,,4.57,8.65,1.03,4.55,1.08,5.4,9.15,8.8,1.5,,1.4,1.55,,,,,,,,,
south georgia,3,13,1926,682,m,19,,3.45,3.9,3.94,7.9,0.92,4.7,0.94,5.4,8.7,8.5,1.45,0.53,1,1.73,,,,4.7,1.92,,,1.9,
south georgia,3,13,1926,683,m,17.8,,3.3,3.55,3.68,7.2,0.85,4.45,0.89,5.15,8.35,8.2,1.35,0.44,1.13,1.53,,,,,,,,1.6,
south georgia,3,14,1926,685,m,19.7,,3.55,3.96,4.1,8.1,0.92,4.7,0.92,5.4,8.85,8.6,1.55,0.43,1.1,1.57,,,,4.85,2.26,,,,
south georgia,3,14,1926,686,f,20,,3.7,4,4.1,8.1,,5.2,1.02,5.85,9.4,9,0.7,0.55,1.2,,2.22,2.27,0.55,5,2.11,,,,
south georgia,3,14,1926,687,f,14.8,,2.4,,2.8,5.87,,4.25,,4.7,7.1,6.9,0.4,0.42,0.9,,,,,,,,,,
south georgia,3,14,1926,689,m,16.25,,2.15,,3,6.4,0.73,4.3,0.85,4.9,7.7,7.47,1.15,0.37,1,1.4,1.67,2,0.42,3.8,1.7,,,1.48,
south georgia,3,14,1926,690,f,16.55,,2.15,3,3.05,6.55,0.8,4.1,1.1,5,7.75,8,0.45,0.36,1.1,,1.7,1.76,0.4,4.07,1.9,,,1.45,
south georgia,3,14,1926,691,f,17.15,,2.9,3.15,3.3,6.9,0.84,4.4,0.9,4.9,8,7.6,0.7,0.4,0.75,1.35,1.88,1.96,0.48,4.25,2.1,,,1.7,
south georgia,3,14,1926,692,f,15.2,,2.4,,2.55,,0.7,4.3,0.79,5,7.6,7.32,0.45,0.35,0.8,1.17,1.7,1.76,0.4,,,,,1.4,
south georgia,3,15,1926,693,f,21.45,,,,,,,,1.03,6.15,8.8,,0.5,,,,,,,5.35,2.35,,,,
south georgia,3,15,1926,694,m,20.1,,4.2,,4.68,8.9,0.85,4.6,0.93,5.4,9,,1.1,0.39,1.5,1.8,2.45,2.49,,5.75,2.35,,,2,
south georgia,3,19,1926,696,m,18.35,,3.3,3.55,3.67,7.2,0.85,4.77,0.9,5.6,9,8.7,1.4,0.36,1,1.45,,,,,,,,1.6,
south georgia,3,20,1926,697,f,19.9,,3.8,,4.3,8.3,1,4.9,0.87,5.4,8.9,8.5,0.45,0.52,1.05,1.85,2.37,2.42,0.55,5.2,2.24,,,2.2,
south georgia,3,20,1926,699,f,21.4,,4.1,,4.65,8.8,1.03,5.3,1.1,6,9.9,9.1,0.55,,1.27,1.5,,,,5.7,2.55,,,2.15,
south georgia,3,20,1926,700,f,18.6,,3.2,,3.7,7.3,0.83,,0.86,5.3,8.5,,0.45,,,1.45,1.95,2,0.51,4.55,2.3,,,,
south georgia,3,20,1926,701,m,19.9,,3.7,4,4.1,8.15,1.06,4.65,1.05,5.5,8.8,8.65,1.3,0.45,1.1,1.65,2.35,2.1,0.58,5.05,2.4,,,1.85,
south georgia,3,22,1926,705,m,14.7,,2.45,2.77,2.82,6,0.76,3.7,0.79,4.4,7.2,6.85,1.25,0.38,0.75,1.2,1.68,1.7,0.44,3.58,1.54,,,1.3,
south georgia,3,22,1926,706,m,20.2,,3.6,4.05,4.15,8.1,0.93,5.2,0.97,6,9.45,9.2,1.4,0.48,1.2,1.65,2.24,2.3,0.57,5.25,2.16,,,2,
south georgia,3,22,1926,707,m,20.35,,4.18,4.35,4.45,8.65,1.07,5.25,0.98,6.1,9.45,9.3,1.4,0.57,1.05,1.52,,,,,,,,1.9,
south georgia,3,23,1926,708,f,20.05,,3.8,,4.13,8.3,0.97,,0.98,5.65,8.95,,0.55,,,1.65,2.25,2.29,0.6,5.2,2.35,,,,
south georgia,3,23,1926,709,m,21,,4,4.3,4.3,8.5,1.03,4.85,1.06,5.85,9.6,9.3,,0.55,1.1,1.75,2.34,2.42,0.58,5.45,2.35,,,1.9,
south georgia,3,23,1926,710,f,16.35,,2.7,2.85,2.95,6.25,0.83,4,0.85,4.8,7.6,7.5,0.5,0.6,0.8,1.2,1.62,1.73,0.45,,,,,1.4,
south georgia,3,23,1926,711,f,16.2,,2.6,,3,6.2,,,0.82,4.75,7.3,,0.35,,,1.1,1.66,1.71,0.41,3.9,1.83,,,,
