location,month,day,year,num,sex,TL,JAWPROJ,ROSTBH,ROSTJAW,ROSTEYE,ROSTFLIP,EYEEAR,NOTCHTOFIN,WFLUKES,NOTCHANUS,NOTCHUMBIL,NOTCHGROOVE,ANUSREPRO,HDORS,BDORS,FLIPAXIL,FLIPTIP,LFLIP,WFLIP,LHEAD,WSKULL,LSKULL,FLIPHUMER,TAILDEPTH,ROSTAXIL
south georgia,3,,1927,1533,f,24.45,,4.33,,,10.31,1.25,,,,,,,,,,,,,,2.86,,,,
south georgia,3,,1927,1534,m,22.35,,3.86,,,9.89,1.24,5.6,,,,,,,,,,,,,2.56,,,,
south georgia,3,,1927,1538,f,24.45,,4.2,,,10.4,1.2,6.2,,,,,,,,,,,,,,,,,
south georgia,3,,1927,1547,f,26.45,,5.35,,,11.95,1.37,5.95,,,,,,,,,,,,,3.3,,,,
south georgia,3,,1927,1549,m,22.5,,4.2,,,,1.2,,,,,,,,,,,,,,2.65,,,,
south georgia,3,,1927,1550,f,25.55,,4.78,,,11.4,1.37,6.05,,,,,,,,,,,,,2.9,,,,
south georgia,3,,1927,1551,m,19.82,,3.2,,,,1.05,5.15,,,,,,,,,,,,,2.1,,,,
south georgia,3,,1927,1557,m,21.7,,3.9,,,9.1,1.04,,,,,,,,,,,,,,2.5,,,,
south georgia,3,,1927,1558,m,24.45,,5.1,,,11.2,1.4,5.7,,,,,,,,,,,,,3,,,,
south georgia,3,,1927,1561,f,24.7,,5.05,,,11.5,1.44,5.75,,,,,,,,,,,,,,,,,
south georgia,3,,1927,1562,m,19,,2.98,,,7.8,,,,,,,,,,,,,,,,,,,
south georgia,3,,1927,1563,m,23.7,,4.15,,,10.5,1.17,5.7,,,,,,,,,,,,,,,,,
south georgia,3,,1927,1564,m,17.65,,2.45,,,5,0.95,4.6,,,,,,,,,,,,,2,,,,
south georgia,3,,1927,1565,m,24.45,,,,,,1.39,5.7,,,,,,,,,,,,,2.98,,,,8.6
south georgia,3,,1927,1566,f,18.1,,,,,,0.94,4.68,,,,,,,,,,,,,,,,,5.6
south georgia,3,,1927,1568,m,23.7,,,,,,,5.5,,,,,,,,,,,,,2.9,,,,8
south georgia,3,,1927,1569,m,23.8,,,,,,1.34,5.4,,,,,,,,,,,,,3,,,,8.35
south georgia,3,,1927,1570,m,25.15,,,,,,1.25,,,,,,,,,,,,,,3,,,,8.9
south georgia,3,,1927,1571,m,24.1,,,,,,,5.4,,,,,,,,,,,,,2.8,,,,8.1
south georgia,3,,1927,1573,f,25.23,,,,,,,,,,,,,,,,,,,,3.16,,,,
south georgia,3,,1927,1574,f,23.7,,,,,,,,,,,,,,,,,,,,2.96,,,,8.2
south georgia,3,,1927,1576,m,19.86,,,,,,1.04,4.7,,,,,,,,,,,,,2.24,,,,6.45
south georgia,3,,1927,1583,f,26.4,,,,,,1.45,5.8,,,,,,,,,,,,,3.2,,,,9.75
south georgia,3,,1927,1584,m,16.95,,,,,,0.92,,,,,,,,,,,,,,1.95,,,,5.1
south georgia,3,,1927,1586,f,18.3,,,,,,0.95,4.95,,,,,,,,,,,,,2,,,,5.65
south georgia,3,,1927,1588,f,25.5,,,,,,,5.95,,,,,,,,,,,,,3.05,,,,8.5
south georgia,3,,1927,1593,f,23.5,,,,,,1.23,5.3,,,,,,,,,,,,,2.95,,,,8.1
south georgia,3,,1927,1600,m,17.1,,,,,,0.98,4.5,,,,,,,,,,,,,1.52,,,,4.65
south georgia,3,,1927,1605,f,24.95,,,,,,1.42,5.96,,,,,,,,,,,,,3.1,,,,10.2
south georgia,3,,1927,1609,m,25.6,,,,,,1.25,6.3,,,,,,,,,,,,,3.1,,,,8.25
south georgia,4,,1927,1623,f,26,,,,,,1.5,6.15,,,,,,,,,,,,,3.2,,,,8.3
south georgia,4,,1927,1631,f,25.1,,,,,,1.3,6.3,,,,,,,,,,,,,2.9,,,,8.4
south georgia,4,,1927,1632,m,18.45,,,,,,0.94,4.95,,,,,,,,,,,,,1.8,,,,5.25
south georgia,4,,1927,1638,f,19.1,,,,,,0.94,5,,,,,,,,,,,,,2.2,,,,6.2
south georgia,4,,1927,1642,m,18.8,,,,,,0.98,4.8,,,,,,,,,,,,,1.96,,,,6.05
south georgia,4,,1927,1644,f,27.5,,,,,,1.56,6.65,,,,,,,,,,,,,3.05,,,,9.7
south georgia,4,,1927,1648,m,17.75,,,,,,0.9,4.5,,,,,,,,,,,,,2,,,,5.5
south georgia,4,,1927,1659,m,18.5,,,,,,,5,,,,,,,,,,,,,2.2,,,,5.95
south georgia,4,,1927,1661,m,23.45,,,,,,1.3,5.2,,,,,,,,,,,,,2.7,,,,7.85
south georgia,4,,1927,1672,f,19.4,,,,,,1.06,,,,,,,,,,,,,,2.35,,,,6
south georgia,4,,1927,1680,f,19.1,,,,,,1,5,,,,,,,,,,,,,2.2,,,,5.8
